,Z,N,M_ex,Esh,alpha2,alpha4,alpha6,S_Z0N1,S_Z0N2,S_Z1N0,S_Z2N0,exist
2729,65,135,104.94,0.7,0.081,0.062,0.014,0.6010000000000009,2.5920000000000023,16.009,34.28800000000001,valid
2730,65,136,111.03,0.69,0.086,0.065,0.017,1.9809999999999963,2.581999999999997,16.019000000000005,34.668000000000006,valid
2731,65,137,118.56,0.69,0.095,0.062,0.009,0.5409999999999986,2.521999999999995,16.388999999999996,35.117999999999995,valid
2732,65,138,124.8,0.63,0.102,0.065,0.001,1.8310000000000048,2.3720000000000034,16.38900000000001,35.788,valid
2733,65,139,132.39,0.5,0.11,0.062,0.0,0.48100000000001053,2.3120000000000154,16.939000000000007,36.418000000000006,valid
2734,65,140,138.77,0.38,0.109,0.062,0.0,1.6909999999999759,2.1719999999999864,17.129000000000005,37.067999999999984,valid
2735,65,141,146.64,0.35,0.113,0.063,-0.003,0.2010000000000236,1.8919999999999995,17.599000000000004,37.54800000000003,valid
2736,65,142,153.31,0.33,0.116,0.055,-0.01,1.4009999999999838,1.6020000000000074,17.648999999999987,37.988,valid
2737,65,143,161.36,0.3,0.121,0.053,-0.013,0.02099999999998836,1.4219999999999722,18.088999999999984,38.44799999999998,valid
2738,65,144,168.22,0.28,0.127,0.052,-0.016,1.2110000000000145,1.2320000000000029,18.089000000000013,38.837999999999994,valid
2739,65,146,183.41,0.16,0.133,0.045,-0.022,1.0610000000000088,0.9520000000000017,18.509,39.678,valid
2740,65,148,199.01,0.1,0.141,0.039,-0.026,0.8610000000000202,0.5420000000000051,18.909000000000006,40.458,valid
2741,65,150,215.01,0.09,0.145,0.029,-0.029,0.6710000000000225,0.14199999999999946,19.30900000000001,41.238,valid
2742,66,71,-31.03,-1.17,0.199,-0.024,-0.018,11.151000000000002,24.962,0.9990000000000006,0.6579999999999977,valid
2743,66,72,-36.1,-0.75,0.196,-0.022,-0.016,13.141,24.292,1.5489999999999977,1.2979999999999983,valid
2744,66,73,-38.65,-0.37,0.19,-0.018,-0.015,10.620999999999997,23.761999999999997,1.609,1.9079999999999977,valid
2745,66,74,-43.21,0.01,0.179,-0.016,-0.011,12.631000000000002,23.252,2.158999999999997,2.2880000000000003,valid
2746,66,75,-45.32,0.29,0.176,-0.015,-0.007,10.181,22.812,2.1790000000000003,2.5879999999999974,valid
2747,66,76,-49.62,0.38,0.096,-0.056,0.009,12.370999999999997,22.551999999999996,2.4389999999999983,3.027999999999995,valid
2748,66,77,-51.72,0.17,-0.107,-0.006,0.017,10.171000000000001,22.541999999999998,2.4789999999999974,3.5779999999999994,valid
2749,66,78,-56.09,-0.33,-0.093,-0.014,0.018,12.441000000000004,22.612000000000005,3.079000000000006,4.258000000000006,valid
2750,66,79,-58.07,-0.91,-0.072,-0.023,0.007,10.050999999999997,22.492,3.059000000000003,4.727999999999998,valid
2751,66,80,-62.38,-1.86,0.027,-0.012,0.0,12.381000000000002,22.432,3.589000000000004,5.298000000000005,valid
2752,66,81,-64.45,-2.99,0.015,-0.008,0.0,10.141,22.522000000000002,3.5389999999999997,5.708000000000009,valid
2753,66,82,-68.59,-4.26,0.004,0.0,0.0,12.211,22.352,4.039,6.138000000000002,valid
2754,66,83,-68.05,-3.24,0.015,0.011,0.002,7.5309999999999935,19.741999999999994,4.078999999999992,6.877999999999997,valid
2755,66,84,-69.68,-2.47,0.028,0.021,0.004,9.70100000000001,17.232000000000003,4.819000000000001,7.8380000000000045,valid
2756,66,85,-68.92,-1.66,0.04,0.027,0.005,7.310999999999995,17.012000000000004,4.9690000000000065,8.558000000000003,valid
2757,66,86,-70.14,-0.93,0.052,0.035,0.005,9.290999999999999,16.601999999999993,5.539,9.218,valid
2758,66,87,-69.26,-0.44,0.064,0.045,0.008,7.191000000000004,16.482000000000003,5.609000000000007,9.84800000000001,valid
2759,66,88,-70.43,-0.09,0.077,0.051,0.009,9.241000000000001,16.432000000000006,6.2190000000000065,10.448000000000004,valid
2760,66,89,-69.41,0.14,0.087,0.055,0.007,7.0509999999999895,16.29199999999999,6.188999999999991,10.97799999999999,valid
2761,66,90,-70.38,0.27,0.094,0.056,0.002,9.040999999999999,16.091999999999988,6.638999999999994,11.44799999999999,valid
2762,66,91,-69.21,0.25,0.104,0.057,0.002,6.900999999999998,15.941999999999997,6.728999999999997,12.017999999999997,valid
2763,66,92,-69.89,0.25,0.112,0.057,0.0,8.751000000000007,15.652000000000005,7.148999999999999,12.558000000000003,valid
2764,66,93,-68.47,0.11,0.119,0.057,-0.004,6.650999999999998,15.402000000000005,7.228999999999997,13.127999999999997,valid
2765,66,94,-68.9,-0.03,0.126,0.054,-0.009,8.501000000000007,15.152000000000005,7.758999999999999,13.73800000000001,valid
2766,66,95,-67.13,-0.18,0.133,0.053,-0.011,6.3009999999999895,14.801999999999996,7.778999999999995,14.218,valid
2767,66,96,-67.28,-0.42,0.139,0.049,-0.015,8.221000000000005,14.521999999999995,8.289,14.817999999999994,valid
2768,66,97,-65.2,-0.63,0.144,0.044,-0.022,5.991000000000001,14.212000000000007,8.308999999999996,15.308000000000003,valid
2769,66,98,-65.05,-0.94,0.151,0.045,-0.022,7.920999999999994,13.911999999999995,8.859,15.917999999999996,valid
2770,66,99,-62.7,-1.23,0.156,0.037,-0.024,5.721000000000005,13.642,8.919000000000002,16.488000000000003,valid
2771,66,100,-62.17,-1.51,0.165,0.026,-0.028,7.540999999999999,13.262000000000004,9.389000000000001,17.088000000000005,valid
2772,66,101,-59.52,-1.82,0.163,0.022,-0.032,5.421000000000001,12.962,9.599000000000002,17.868000000000006,valid
2773,66,102,-58.57,-2.03,0.172,0.013,-0.035,7.120999999999997,12.541999999999998,10.139000000000001,18.528000000000002,valid
2774,66,103,-55.36,-2.11,0.171,0.009,-0.042,4.860999999999999,11.981999999999996,10.349000000000002,19.227999999999998,valid
2775,66,104,-53.62,-1.86,0.173,-0.006,-0.027,6.330999999999998,11.191999999999997,10.558999999999996,19.527999999999995,valid
2776,66,105,-49.94,-1.79,0.171,-0.013,-0.028,4.391,10.721999999999998,10.658999999999997,20.038,valid
2777,66,106,-48.04,-1.7,0.164,-0.022,-0.024,6.171000000000001,10.562000000000001,11.238999999999995,20.727999999999998,valid
2778,66,107,-43.94,-1.51,0.165,-0.026,-0.021,3.9709999999999983,10.142,11.268999999999997,21.347999999999995,valid
2779,66,108,-41.6,-1.3,0.16,-0.032,-0.022,5.731000000000003,9.702000000000002,11.809000000000003,21.938,valid
2780,66,109,-37.16,-1.06,0.156,-0.039,-0.019,3.630999999999995,9.361999999999998,11.848999999999995,22.437999999999995,valid
2781,66,110,-34.41,-0.75,0.152,-0.045,-0.012,5.321,8.951999999999995,12.308999999999996,22.907999999999998,valid
2782,66,111,-29.67,-0.5,0.147,-0.052,-0.005,3.331000000000005,8.652000000000005,12.349000000000002,23.338,valid
2783,66,112,-26.71,-0.26,0.134,-0.055,0.0,5.110999999999999,8.442000000000004,12.779000000000002,23.788,valid
2784,66,113,-21.76,-0.08,0.125,-0.055,0.002,3.1210000000000004,8.232,12.709000000000001,24.118000000000002,valid
2785,66,114,-18.58,0.08,0.12,-0.059,0.007,4.8909999999999965,8.011999999999997,13.128999999999998,24.497999999999998,valid
2786,66,115,-13.47,0.17,0.104,-0.045,0.003,2.961000000000002,7.8519999999999985,13.189,24.998,valid
2787,66,116,-10.27,0.07,0.09,-0.036,-0.001,4.870999999999999,7.832000000000001,13.559,25.357999999999997,valid
2788,66,117,-5.2,-0.15,0.08,-0.032,-0.001,3.0010000000000003,7.872,13.559000000000001,25.778,valid
2789,66,118,-1.99,-0.5,0.071,-0.027,0.0,4.861,7.862,13.979,26.208,valid
2790,66,119,3.2,-0.86,0.062,-0.029,0.002,2.8809999999999993,7.741999999999999,13.928999999999998,26.508,valid
2791,66,120,6.57,-1.32,0.048,-0.014,0.0,4.701,7.581999999999999,14.338999999999999,26.918,valid
2792,66,121,11.73,-1.95,0.037,-0.008,-0.004,2.9109999999999996,7.611999999999998,14.339,27.337999999999997,valid
2793,66,122,15.25,-2.51,0.032,-0.012,-0.001,4.551,7.462,14.778999999999998,27.778,valid
2794,66,123,20.67,-3.12,0.025,-0.009,-0.003,2.650999999999998,7.201999999999998,14.768999999999997,28.207999999999995,valid
2795,66,124,24.48,-3.65,0.018,-0.01,0.002,4.261000000000001,6.911999999999999,15.189000000000002,28.637999999999998,valid
2796,66,125,30.11,-4.27,0.01,-0.005,0.0,2.4410000000000007,6.702000000000002,15.179,29.068,valid
2797,66,126,34.07,-4.88,0.003,0.0,0.0,4.110999999999999,6.552,15.609,29.438,valid
2798,66,127,41.81,-3.63,0.009,0.008,0.003,0.33099999999999774,4.441999999999997,15.578999999999999,29.727999999999998,valid
2799,66,128,47.74,-2.52,0.018,0.014,0.003,2.141,2.4719999999999978,15.999,30.218,valid
2800,66,129,55.26,-1.7,0.03,0.028,0.013,0.5510000000000037,2.6920000000000037,16.119000000000007,30.858000000000008,valid
2801,66,130,61.11,-0.88,0.036,0.028,0.006,2.2209999999999983,2.772000000000002,16.519000000000005,31.308000000000003,valid
2802,66,131,68.58,-0.33,0.045,0.035,0.01,0.6010000000000009,2.821999999999999,16.549000000000007,31.767999999999997,valid
2803,66,132,74.32,0.15,0.053,0.044,0.011,2.331000000000005,2.9320000000000057,16.959000000000003,32.18800000000002,valid
2804,66,133,81.72,0.43,0.063,0.049,0.013,0.670999999999994,3.001999999999999,16.959000000000003,32.608000000000004,valid
2805,66,134,87.42,0.65,0.072,0.06,0.019,2.370999999999997,3.041999999999991,17.339,32.968,valid
2806,66,135,94.92,0.82,0.08,0.06,0.013,0.5709999999999997,2.9419999999999966,17.308999999999997,33.318,valid
2807,66,136,100.65,0.86,0.091,0.062,0.014,2.3409999999999958,2.9119999999999955,17.668999999999997,33.688,valid
2808,66,137,108.22,0.92,0.095,0.062,0.005,0.5010000000000066,2.8420000000000023,17.629000000000005,34.018,valid
2809,66,138,114.03,0.83,0.101,0.063,-0.001,2.2609999999999975,2.762000000000004,18.058999999999997,34.44800000000001,valid
2810,66,139,121.63,0.72,0.108,0.06,-0.002,0.4710000000000054,2.732000000000003,18.048999999999992,34.988,valid
2811,66,140,127.56,0.55,0.111,0.059,-0.007,2.140999999999993,2.6119999999999983,18.49900000000001,35.628000000000014,valid
2812,66,141,135.32,0.41,0.119,0.052,-0.013,0.3110000000000088,2.4520000000000017,18.608999999999995,36.208,valid
2813,66,142,141.45,0.25,0.12,0.052,-0.015,1.9410000000000043,2.252000000000013,19.149000000000015,36.798,valid
2814,66,143,149.42,0.14,0.12,0.051,-0.014,0.10100000000000087,2.042000000000005,19.229000000000028,37.31800000000001,valid
2815,66,144,155.85,0.09,0.126,0.049,-0.019,1.640999999999993,1.7419999999999938,19.659000000000006,37.74800000000002,valid
2816,66,146,170.61,-0.07,0.131,0.042,-0.024,1.5009999999999781,1.3819999999999801,20.088999999999984,38.597999999999985,valid
2817,66,148,185.79,-0.17,0.141,0.038,-0.027,1.2710000000000168,0.9620000000000211,20.509,39.418000000000006,valid
2818,66,150,201.41,-0.18,0.144,0.03,-0.029,1.0310000000000077,0.5219999999999949,20.888999999999996,40.19800000000001,valid
2819,66,152,217.4,-0.14,0.148,0.02,-0.032,0.8409999999999815,0.15199999999999037,21.298999999999992,40.96799999999999,valid
2820,67,77,-44.77,-0.06,-0.109,-0.008,0.018,10.791000000000006,23.012000000000004,0.33900000000000396,2.8180000000000014,valid
2821,67,78,-49.12,-0.49,-0.094,-0.017,0.017,12.420999999999994,23.212,0.31899999999999373,3.3979999999999997,valid
2822,67,79,-51.58,-0.99,-0.075,-0.027,0.006,10.531,22.951999999999995,0.7989999999999977,3.8580000000000005,valid
2823,67,80,-55.9,-1.88,0.03,-0.019,0.004,12.391,22.922,0.8089999999999957,4.398,valid
2824,67,81,-58.41,-2.91,0.014,-0.009,0.002,10.580999999999998,22.971999999999998,1.2489999999999934,4.787999999999993,valid
2825,67,82,-62.59,-4.15,0.004,0.0,0.0,12.251000000000007,22.832000000000004,1.2889999999999997,5.327999999999999,valid
2826,67,83,-62.6,-3.15,0.015,0.012,0.004,8.080999999999998,20.332000000000004,1.839000000000004,5.917999999999996,valid
2827,67,84,-64.28,-2.36,0.028,0.021,0.004,9.751,17.831999999999997,1.888999999999994,6.707999999999995,valid
2828,67,85,-64.14,-1.64,0.04,0.022,0.001,7.930999999999999,17.682,2.5089999999999986,7.478000000000005,valid
2829,67,86,-65.6,-1.09,0.052,0.036,0.004,9.530999999999993,17.461999999999993,2.7489999999999934,8.287999999999993,valid
2830,67,87,-65.27,-0.61,0.064,0.046,0.006,7.741000000000001,17.271999999999995,3.2989999999999906,8.907999999999998,valid
2831,67,88,-66.51,-0.27,0.076,0.05,0.008,9.311000000000009,17.05200000000001,3.368999999999998,9.588000000000005,valid
2832,67,89,-65.99,-0.03,0.087,0.051,0.007,7.5509999999999895,16.862,3.868999999999998,10.05799999999999,valid
2833,67,90,-66.94,0.17,0.093,0.053,0.0,9.021000000000003,16.571999999999992,3.849000000000002,10.487999999999996,valid
2834,67,91,-66.23,0.21,0.103,0.053,0.0,7.361000000000006,16.38200000000001,4.30900000000001,11.038000000000007,valid
2835,67,92,-66.98,0.21,0.111,0.052,0.0,8.821,16.182000000000006,4.379000000000003,11.528000000000002,valid
2836,67,93,-65.99,0.14,0.116,0.049,-0.011,7.080999999999991,15.90199999999999,4.808999999999996,12.037999999999993,valid
2837,67,94,-66.53,-0.05,0.124,0.047,-0.011,8.611000000000006,15.691999999999997,4.918999999999995,12.677999999999994,valid
2838,67,95,-65.26,-0.21,0.13,0.046,-0.017,6.801000000000004,15.41200000000001,5.419000000000009,13.198000000000004,valid
2839,67,96,-65.43,-0.41,0.139,0.048,-0.015,8.241000000000001,15.042000000000005,5.439000000000005,13.728000000000005,valid
2840,67,97,-63.88,-0.65,0.145,0.044,-0.019,6.5209999999999955,14.761999999999997,5.968999999999999,14.277999999999995,valid
2841,67,98,-63.73,-0.91,0.15,0.04,-0.023,7.920999999999994,14.44199999999999,5.968999999999999,14.828,valid
2842,67,99,-61.9,-1.22,0.154,0.033,-0.028,6.241000000000001,14.161999999999995,6.488999999999995,15.407999999999998,valid
2843,67,100,-61.39,-1.47,0.159,0.029,-0.028,7.561000000000002,13.802000000000003,6.508999999999999,15.898,valid
2844,67,101,-59.24,-1.8,0.162,0.022,-0.032,5.921000000000001,13.482000000000003,7.008999999999999,16.608,valid
2845,67,102,-58.3,-1.98,0.167,0.01,-0.033,7.130999999999995,13.051999999999996,7.018999999999997,17.157999999999998,valid
2846,67,103,-55.76,-2.24,0.169,0.003,-0.03,5.531000000000001,12.661999999999995,7.688999999999998,18.038,valid
2847,67,104,-54.23,-2.16,0.172,-0.005,-0.026,6.540999999999999,12.072,7.898999999999999,18.457999999999995,valid
2848,67,105,-51.04,-2.1,0.168,-0.017,-0.024,4.881000000000002,11.422,8.389000000000001,19.048,valid
2849,67,106,-49.13,-1.96,0.169,-0.021,-0.021,6.161000000000003,11.042000000000005,8.379000000000003,19.618,valid
2850,67,107,-45.59,-1.85,0.165,-0.026,-0.022,4.531000000000001,10.692000000000004,8.939000000000005,20.208000000000002,valid
2851,67,108,-43.31,-1.67,0.163,-0.035,-0.021,5.790999999999999,10.322,8.999,20.808000000000003,valid
2852,67,109,-39.32,-1.41,0.156,-0.039,-0.016,4.080999999999998,9.871999999999996,9.449000000000003,21.298,valid
2853,67,110,-36.72,-1.21,0.153,-0.047,-0.011,5.470999999999998,9.551999999999996,9.599000000000002,21.907999999999998,valid
2854,67,111,-32.43,-0.94,0.148,-0.053,-0.007,3.7810000000000006,9.251999999999999,10.048999999999998,22.398,valid
2855,67,112,-29.45,-0.66,0.135,-0.059,0.0,5.090999999999999,8.872,10.028999999999998,22.808,valid
2856,67,113,-24.92,-0.44,0.129,-0.062,0.007,3.541000000000002,8.632000000000001,10.449,23.158,valid
2857,67,114,-21.71,-0.2,0.119,-0.058,0.007,4.860999999999999,8.402000000000001,10.419000000000002,23.548000000000002,valid
2858,67,115,-17.04,-0.11,0.102,-0.042,0.0,3.400999999999998,8.261999999999997,10.858999999999998,24.048,valid
2859,67,116,-13.85,-0.19,0.091,-0.038,0.0,4.881,8.281999999999998,10.869,24.427999999999997,valid
2860,67,117,-9.18,-0.36,0.082,-0.036,0.001,3.401,8.282,11.268999999999998,24.828,valid
2861,67,118,-5.97,-0.68,0.073,-0.031,0.001,4.861,8.262,11.268999999999998,25.247999999999998,valid
2862,67,119,-1.18,-0.99,0.065,-0.033,0.004,3.2809999999999997,8.142,11.669,25.598,valid
2863,67,120,2.2,-1.42,0.048,-0.015,0.0,4.691,7.9719999999999995,11.658999999999999,25.997999999999998,valid
2864,67,121,6.94,-2.02,0.037,-0.008,-0.005,3.3309999999999995,8.021999999999998,12.079,26.418,valid
2865,67,122,10.45,-2.57,0.033,-0.012,-0.001,4.561000000000001,7.8919999999999995,12.089,26.868,valid
2866,67,123,15.44,-3.18,0.026,-0.012,0.001,3.0809999999999995,7.6419999999999995,12.519000000000002,27.287999999999997,valid
2867,67,124,19.21,-3.71,0.019,-0.012,0.002,4.300999999999998,7.381999999999998,12.559,27.748,valid
2868,67,125,24.43,-4.32,0.01,-0.005,0.0,2.851000000000001,7.151999999999999,12.969,28.148,valid
2869,67,126,28.4,-4.91,0.003,0.0,0.0,4.101000000000001,6.952000000000002,12.959000000000001,28.568,valid
2870,67,127,35.71,-3.65,0.009,0.005,0.0,0.7609999999999975,4.861999999999998,13.389000000000001,28.968,valid
2871,67,128,41.59,-2.56,0.019,0.016,0.004,2.190999999999997,2.9519999999999946,13.438999999999998,29.438,valid
2872,67,129,48.71,-1.72,0.03,0.028,0.013,0.9510000000000023,3.1419999999999995,13.838999999999997,29.958000000000002,valid
2873,67,130,54.55,-0.9,0.036,0.029,0.006,2.2310000000000034,3.1820000000000057,13.849000000000002,30.368000000000006,valid
2874,67,131,61.78,-0.16,0.042,0.024,0.002,0.8409999999999958,3.071999999999999,14.088999999999997,30.638,valid
2875,67,132,67.29,0.1,0.053,0.044,0.012,2.5609999999999946,3.4019999999999904,14.318999999999987,31.277999999999988,valid
2876,67,133,74.28,0.39,0.062,0.049,0.013,1.0810000000000048,3.6419999999999995,14.728999999999997,31.688,valid
2877,67,134,80.03,0.68,0.071,0.058,0.017,2.3209999999999997,3.4020000000000046,14.679,32.018,valid
2878,67,135,87.07,0.8,0.078,0.056,0.014,1.0310000000000077,3.3520000000000074,15.139000000000008,32.44800000000001,valid
2879,67,136,92.91,0.97,0.09,0.06,0.012,2.2309999999999963,3.262000000000004,15.029000000000009,32.69800000000001,valid
2880,67,137,100.08,1.02,0.097,0.063,0.002,0.900999999999998,3.1319999999999943,15.429,33.05800000000001,valid
2881,67,138,105.89,0.95,0.104,0.057,0.0,2.2609999999999975,3.1619999999999955,15.429,33.488,valid
2882,67,139,113.13,0.88,0.115,0.052,-0.002,0.8310000000000048,3.0920000000000023,15.789,33.837999999999994,valid
2883,67,140,119.04,0.71,0.111,0.058,-0.009,2.160999999999989,2.9919999999999938,15.808999999999996,34.30800000000001,valid
2884,67,141,126.36,0.53,0.12,0.052,-0.016,0.7510000000000066,2.9119999999999955,16.248999999999995,34.85799999999999,valid
2885,67,142,132.41,0.3,0.126,0.046,-0.016,2.0210000000000026,2.772000000000009,16.328999999999994,35.47800000000001,valid
2886,67,143,139.92,0.12,0.125,0.044,-0.017,0.5610000000000088,2.5820000000000114,16.789,36.01800000000003,valid
2887,67,144,146.2,-0.06,0.127,0.042,-0.024,1.7909999999999986,2.3520000000000074,16.939000000000007,36.59800000000001,valid
2888,67,145,153.97,-0.16,0.13,0.04,-0.028,0.3009999999999895,2.091999999999988,17.358999999999995,37.00800000000001,valid
2889,67,146,160.52,-0.27,0.131,0.037,-0.025,1.5209999999999884,1.8219999999999779,17.379000000000005,37.46799999999999,valid
2890,67,147,168.47,-0.36,0.134,0.035,-0.029,0.1210000000000111,1.6419999999999995,17.80900000000001,37.908000000000015,valid
2891,67,148,175.25,-0.42,0.138,0.033,-0.03,1.2909999999999986,1.4120000000000097,17.828999999999994,38.337999999999994,valid
2892,67,150,190.45,-0.45,0.146,0.028,-0.032,1.051000000000018,0.9420000000000108,18.24900000000001,39.138000000000005,valid
2893,67,152,206.02,-0.45,0.147,0.021,-0.032,0.8609999999999918,0.5719999999999779,18.668999999999997,39.96799999999999,valid
2894,67,154,222.12,-0.26,0.149,0.005,-0.028,0.6109999999999918,0.042000000000005144,19.088999999999984,40.69800000000001,valid
2895,68,74,-29.13,-0.88,0.178,-0.037,-0.007,13.251,24.522,1.1489999999999956,0.49799999999999756,valid
2896,68,75,-31.8,-0.51,0.174,-0.036,-0.006,10.741000000000001,23.992,1.1890000000000018,1.0579999999999998,valid
2897,68,76,-36.5,-0.19,0.17,-0.03,-0.005,12.770999999999999,23.512,1.7390000000000025,1.458000000000002,valid
2898,68,77,-39.21,-0.38,-0.112,-0.011,0.021,10.781,23.552,1.7289999999999974,2.0680000000000014,valid
2899,68,78,-44.04,-0.72,-0.096,-0.02,0.017,12.900999999999998,23.682,2.2090000000000014,2.527999999999995,valid
2900,68,79,-46.5,-1.16,-0.075,-0.029,0.006,10.531,23.432,2.2090000000000014,3.007999999999999,valid
2901,68,80,-51.3,-1.98,0.03,-0.02,0.007,12.870999999999997,23.401999999999997,2.6889999999999983,3.497999999999994,valid
2902,68,81,-53.8,-2.94,0.014,-0.009,0.003,10.571,23.441999999999997,2.6790000000000003,3.9279999999999937,valid
2903,68,82,-58.52,-4.18,0.004,0.0,0.0,12.791000000000006,23.362000000000005,3.2189999999999994,4.507999999999999,valid
2904,68,83,-58.57,-3.16,0.015,0.012,0.004,8.120999999999997,20.912000000000003,3.2589999999999986,5.0980000000000025,valid
2905,68,84,-60.8,-2.37,0.028,0.021,0.004,10.300999999999997,18.421999999999993,3.8089999999999957,5.69799999999999,valid
2906,68,85,-60.7,-1.64,0.04,0.021,0.0,7.971000000000005,18.272000000000002,3.849000000000002,6.3580000000000005,valid
2907,68,86,-62.72,-1.12,0.053,0.037,0.003,10.090999999999996,18.062,4.409000000000004,7.157999999999998,valid
2908,68,87,-62.65,-0.84,0.064,0.046,0.005,8.001,18.091999999999995,4.669000000000002,7.967999999999993,valid
2909,68,88,-64.4,-0.49,0.075,0.048,0.005,9.821000000000007,17.822000000000006,5.179,8.547999999999998,valid
2910,68,89,-63.87,-0.18,0.083,0.048,0.0,7.5409999999999915,17.362,5.169000000000002,9.038,valid
2911,68,90,-65.33,0.03,0.093,0.05,0.0,9.531,17.071999999999992,5.679,9.528000000000002,valid
2912,68,91,-64.62,0.13,0.1,0.048,-0.005,7.361000000000006,16.892000000000007,5.679,9.98800000000001,valid
2913,68,92,-65.85,0.15,0.109,0.048,-0.004,9.30099999999999,16.661999999999995,6.15899999999999,10.537999999999993,valid
2914,68,93,-64.88,0.12,0.116,0.048,-0.011,7.101000000000001,16.40199999999999,6.179,10.987999999999996,valid
2915,68,94,-65.89,-0.04,0.123,0.045,-0.014,9.081000000000005,16.182000000000006,6.648999999999999,11.567999999999994,valid
2916,68,95,-64.68,-0.21,0.129,0.041,-0.017,6.861000000000006,15.94200000000001,6.709000000000001,12.12800000000001,valid
2917,68,96,-65.37,-0.44,0.135,0.038,-0.023,8.760999999999997,15.622000000000003,7.228999999999997,12.668000000000003,valid
2918,68,97,-63.84,-0.65,0.143,0.04,-0.02,6.540999999999999,15.301999999999996,7.2490000000000006,13.218,valid
2919,68,98,-64.16,-0.88,0.147,0.032,-0.03,8.390999999999993,14.931999999999992,7.718999999999999,13.687999999999999,valid
2920,68,99,-62.34,-1.16,0.154,0.032,-0.028,6.2510000000000066,14.642,7.7290000000000045,14.218,valid
2921,68,100,-62.35,-1.44,0.159,0.027,-0.029,8.080999999999998,14.332000000000004,8.249,14.758,valid
2922,68,101,-60.17,-1.7,0.162,0.022,-0.03,5.891,13.971999999999998,8.219,15.227999999999998,valid
2923,68,102,-59.87,-2.03,0.166,0.015,-0.034,7.7709999999999955,13.661999999999995,8.859,15.877999999999997,valid
2924,68,103,-57.23,-2.16,0.171,-0.001,-0.028,5.430999999999999,13.201999999999995,8.758999999999999,16.447999999999997,valid
2925,68,104,-56.55,-2.45,0.167,-0.006,-0.029,7.391,12.822,9.609,17.508,valid
2926,68,105,-53.47,-2.45,0.164,-0.013,-0.026,4.991000000000001,12.382000000000001,9.719,18.108,valid
2927,68,106,-52.09,-2.38,0.165,-0.022,-0.027,6.691000000000004,11.682000000000006,10.249,18.628000000000004,valid
2928,68,107,-48.53,-2.22,0.164,-0.027,-0.022,4.5109999999999975,11.202000000000002,10.228999999999997,19.168000000000003,valid
2929,68,108,-46.72,-2.02,0.163,-0.035,-0.021,6.2609999999999975,10.771999999999995,10.698999999999996,19.697999999999997,valid
2930,68,109,-42.8,-1.81,0.159,-0.043,-0.014,4.150999999999998,10.411999999999995,10.768999999999997,20.218,valid
2931,68,110,-40.65,-1.58,0.155,-0.05,-0.01,5.921000000000001,10.072,11.219,20.818,valid
2932,68,111,-36.4,-1.33,0.149,-0.054,-0.005,3.8209999999999997,9.742,11.258999999999999,21.307999999999996,valid
2933,68,112,-33.93,-1.09,0.137,-0.061,0.003,5.601000000000001,9.422,11.769,21.798,valid
2934,68,113,-29.39,-0.83,0.128,-0.06,0.005,3.5310000000000006,9.132000000000001,11.758999999999999,22.208,valid
2935,68,114,-26.61,-0.57,0.119,-0.058,0.007,5.290999999999999,8.822,12.188999999999998,22.608,valid
2936,68,115,-21.97,-0.48,0.104,-0.047,0.003,3.430999999999999,8.721999999999998,12.219,23.077999999999996,valid
2937,68,116,-19.18,-0.51,0.093,-0.042,0.002,5.281000000000001,8.712,12.619,23.488,valid
2938,68,117,-14.51,-0.66,0.083,-0.037,0.0,3.401,8.682,12.619,23.887999999999998,valid
2939,68,118,-11.7,-0.94,0.074,-0.036,0.004,5.260999999999999,8.661999999999999,13.018999999999998,24.287999999999997,valid
2940,68,119,-6.88,-1.19,0.064,-0.031,0.003,3.2510000000000003,8.512,12.989,24.658,valid
2941,68,120,-3.95,-1.62,0.049,-0.015,-0.002,5.141,8.392,13.439,25.098,valid
2942,68,121,0.81,-2.19,0.04,-0.012,-0.003,3.311,8.452,13.419,25.497999999999998,valid
2943,68,122,3.89,-2.73,0.033,-0.012,-0.001,4.991,8.302,13.848999999999998,25.938,valid
2944,68,123,8.87,-3.33,0.026,-0.012,0.0,3.091000000000001,8.082,13.859,26.378,valid
2945,68,124,12.23,-3.83,0.017,-0.008,0.002,4.7109999999999985,7.802,14.269,26.828,valid
2946,68,125,17.4,-4.48,0.01,-0.005,0.0,2.9010000000000016,7.612,14.319,27.288,valid
2947,68,126,20.9,-5.09,0.003,0.0,0.0,4.571,7.472000000000001,14.789,27.748,valid
2948,68,127,28.24,-3.8,0.009,0.006,0.0,0.7309999999999999,5.302,14.759000000000002,28.148000000000003,valid
2949,68,128,33.71,-2.69,0.019,0.017,0.004,2.6009999999999973,3.331999999999997,15.169000000000002,28.608,valid
2950,68,129,40.83,-1.84,0.03,0.028,0.014,0.9510000000000023,3.5519999999999996,15.169000000000002,29.008,valid
2951,68,130,46.2,-1.06,0.037,0.032,0.01,2.700999999999995,3.6519999999999975,15.638999999999994,29.487999999999996,valid
2952,68,131,53.47,-0.28,0.042,0.025,0.002,0.8010000000000037,3.501999999999999,15.599000000000002,29.688,valid
2953,68,132,58.6,0.02,0.053,0.044,0.013,2.940999999999997,3.742000000000001,15.979000000000005,30.29799999999999,valid
2954,68,133,65.56,0.29,0.062,0.05,0.013,1.1109999999999989,4.051999999999996,16.009,30.737999999999996,valid
2955,68,134,70.95,0.63,0.069,0.053,0.013,2.680999999999999,3.791999999999998,16.369,31.048,valid
